tollgate_id,time_window,direction,volume
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,111.63, -3.37
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,105.63, -10.37
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,83.72, -16.28
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,89.76, -6.24
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,117.86, 29.86
2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,113.49, -6.51
2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,115.87, -11.13
2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,117.49, 13.49
2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,104.11, 7.11
2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,61.68, -18.32
2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,52.07, 4.07
2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,125.13, 3.13
2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,115.88, -14.12
2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,116.93, -11.07
2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,118.48, -2.52
2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,109.16, -7.84
2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,64.41, -11.59
2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,59.35, -1.65
2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,122.74, 0.74
2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,114.29, -1.71
2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,114.20, 0.20
2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,115.22, 9.22
2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,109.33, 5.33
2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,64.84, -31.16
2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,66.21, 9.21
2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,117.42, 9.42
2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,109.54, 15.54
2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,108.46, 5.46
2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,108.95, -16.05
2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,105.70, 0.70
2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,62.99, -11.01
2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,71.97, 5.97
2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,109.89, -3.11
2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,102.39, 12.39
2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,100.50, 0.50
2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,100.54, -7.46
2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,99.17, 6.17
2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,58.93, -21.07
2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,76.01, 9.01
2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,100.79, -0.21
2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,93.59, 19.59
2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,91.10, 0.10
2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,90.76, 18.76
2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,90.56, 7.56
2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,52.86, -31.14
2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,77.96, -0.04
2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,90.77, 11.77
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,152.62, -45.38
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,151.91, 14.91
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,140.76, -22.24
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,152.69, -22.31
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,115.55, 3.55
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,97.55, 11.55
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,166.87, 2.87
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,154.37, 1.37
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,152.45, 0.45
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,140.84, -17.16
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,154.79, 2.79
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,117.50, -5.50
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,97.29, 10.29
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,167.91, -11.09
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,152.63, 27.63
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,149.87, 22.87
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,139.05, -3.95
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,153.60, 13.60
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,119.24, 11.24
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,96.26, 10.26
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,166.34, -2.66
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,149.04, -26.96
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,145.52, 0.52
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,135.77, -2.23
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,150.66, 10.66
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,119.97, -16.03
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,93.91, -0.09
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,163.42, 18.42
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,144.27, 14.27
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,140.08, -6.92
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,131.47, -0.53
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,146.73, -15.27
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,119.84, 3.84
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,90.55, -1.45
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,159.75, -0.25
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,138.70, 11.70
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,133.97, -6.03
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,126.53, 9.53
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,142.21, 26.21
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,119.14, 8.14
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,86.56, -16.44
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,155.66, 45.66
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,105.92, -13.08
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,101.92, -13.08
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,101.83, 14.83
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,98.95, -3.05
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,66.34, -2.66
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,66.62, 5.62
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,127.22, -46.78
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,116.65, 15.65
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,118.07, 3.07
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,118.22, -1.78
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,113.29, -0.71
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,78.50, 17.50
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,74.85, -6.15
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,137.36, 15.36
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,119.90, -16.10
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,125.48, -4.52
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,125.77, -8.23
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,121.69, 3.69
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,84.75, -11.25
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,79.06, 9.06
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,140.18, -23.82
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,116.25, -3.75
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,125.22, -13.78
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,125.58, 8.58
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,123.12, 0.12
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,85.88, 4.88
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,78.56, -15.44
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,135.47, -16.53
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,106.52, -29.48
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,118.03, 27.03
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,118.46, 8.46
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,117.87, 11.87
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,82.21, -1.79
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,73.64, -0.36
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,124.05, 11.05
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,92.07, -6.93
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,105.10, 7.10
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,105.62, 16.62
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,106.92, 5.92
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,74.60, -4.40
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,65.36, -21.64
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,107.21, -1.79
