tollgate_id,time_window,direction,volume
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,42.47, 3.47
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,42.67, 4.67
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,41.06, -8.94
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,45.59, 0.59
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,42.50, -12.50
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,43.94, 8.94
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,42.03, -5.97
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,41.74, -4.26
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,41.38, -17.62
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,40.17, -3.83
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,44.24, 0.24
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,42.59, 1.59
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,44.50, 2.50
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,40.64, -17.36
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,116.88, 23.88
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,112.51, -5.49
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,109.85, 3.85
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,103.01, -2.99
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,74.01, -4.99
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,69.14, 12.14
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,126.37, -10.63
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,123.38, -10.62
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,119.13, 8.13
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,115.96, 15.96
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,107.32, 0.32
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,81.58, -7.42
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,77.97, 9.97
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,130.09, -20.91
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,126.03, 5.03
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,121.54, 12.54
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,117.50, 3.50
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,108.66, 14.66
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,86.65, 0.65
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,84.72, 0.72
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,129.97, -5.03
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,126.28, 40.28
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,121.51, 0.51
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,116.73, -1.27
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,108.03, 1.03
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,89.69, 2.69
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,89.42, 9.42
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,128.18, 0.18
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,124.66, 16.66
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,120.28, 28.28
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,115.04, 9.04
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,106.42, -25.58
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,90.98, 10.98
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,92.53, -12.47
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,125.44, 9.44
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,122.81, 9.81
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,118.48, 7.48
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,112.92, -2.08
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,104.32, -11.68
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,91.12, -8.88
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,94.42, -1.58
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,122.73, 34.73
2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,112.82, -7.18
2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,114.04, -12.96
2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,116.07, 12.07
2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,102.36, 5.36
2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,67.68, -12.32
2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,58.01, 10.01
2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,126.30, 4.30
2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,114.22, -15.78
2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,113.53, -14.47
2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,117.47, -3.53
2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,104.63, -12.37
2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,71.66, -4.34
2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,63.81, 2.81
2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,125.04, 3.04
2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,112.36, -3.64
2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,109.89, -4.11
2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,114.66, 8.66
2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,102.82, -1.18
2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,72.48, -23.52
2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,67.00, 10.00
2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,120.62, 12.62
2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,107.44, 13.44
2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,103.10, 0.10
2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,108.57, -16.43
2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,97.47, -7.53
2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,70.20, -3.80
2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,67.27, 1.27
2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,113.43, 0.43
2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,99.33, 9.33
2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,93.82, -6.18
2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,99.58, -8.42
2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,89.30, -3.70
2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,63.26, -16.74
2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,64.97, -2.03
2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,103.70, 2.70
2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,88.55, 14.55
2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,82.26, -8.74
2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,88.02, 16.02
2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,78.66, -4.34
2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,54.01, -29.99
2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,60.65, -17.35
2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,91.66, 12.66
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,149.13, -48.87
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,142.23, 5.23
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,126.11, -36.89
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,141.15, -33.85
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,91.39, -20.61
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,76.61, -9.39
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,167.90, 3.90
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,157.27, 4.27
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,147.05, -4.95
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,132.74, -25.26
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,144.90, -7.10
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,103.13, -19.87
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,85.87, -1.13
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,168.12, -10.88
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,158.67, 33.67
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,149.32, 22.32
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,138.74, -4.26
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,144.90, 4.90
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,114.79, 6.79
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,94.03, 8.03
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,160.19, -8.81
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,153.97, -22.03
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,149.15, 4.15
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,141.94, 3.94
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,141.91, 1.91
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,122.57, -13.43
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,97.91, 3.91
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,144.75, -0.25
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,144.71, 14.71
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,146.06, -0.94
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,141.41, 9.41
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,135.92, -26.08
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,125.26, 9.26
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,96.01, 4.01
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,126.52, -33.48
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,133.05, 6.05
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,140.08, 0.08
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,136.82, 19.82
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,127.70, 11.70
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,122.54, 11.54
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,87.26, -15.74
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,112.74, 2.74
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,103.62, -15.38
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,101.89, -13.11
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,101.47, 14.47
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,97.41, -4.59
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,67.94, -1.06
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,66.82, 5.82
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,124.62, -49.38
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,115.50, 14.50
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,116.04, 1.04
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,116.60, -3.40
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,110.40, -3.60
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,79.92, 18.92
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,76.28, -4.72
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,135.53, 13.53
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,121.24, -14.76
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,123.11, -6.89
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,124.65, -9.35
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,118.60, 0.60
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,88.17, -7.83
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,82.89, 12.89
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,139.96, -24.04
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,119.86, -0.14
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,123.01, -15.99
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,125.51, 8.51
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,120.43, -2.57
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,92.16, 11.16
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,85.01, -8.99
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,136.71, -15.29
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,106.77, -29.23
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,114.70, 23.70
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,117.43, 7.43
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,114.69, 8.69
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,89.04, 5.04
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,79.10, 5.10
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,123.29, 10.29
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,86.72, -12.28
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,99.24, 1.24
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,101.82, 12.82
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,102.11, 1.11
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,80.45, 1.45
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,68.27, -18.73
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,102.15, -6.85
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,38.20, -1.80
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,36.21, 4.21
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,40.21, 2.21
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,52.78, -3.22
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,53.50, 4.50
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,53.81, 10.81
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,38.06, 6.06
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,32.15, -9.85
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,31.49, 2.49
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,35.59, -9.41
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,44.93, 4.93
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,45.87, -2.13
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,46.69, 9.69
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,33.17, -5.83
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,27.62, 4.62
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,27.07, -6.93
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,30.62, -4.38
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,38.00, -16.00
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,38.42, 8.42
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,39.74, -6.26
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,28.81, -0.19
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,24.25, -2.75
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,23.45, -3.55
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,26.31, -0.69
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,32.08, -5.92
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,32.16, 5.16
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,33.85, -10.15
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,25.18, 10.18
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,20.99, -2.01
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,22.20, 3.20
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,23.26, 7.26
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,26.36, -14.64
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,25.62, 2.62
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,29.72, -0.28
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,19.93, 1.93
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,18.59, 3.59
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,20.18, -10.82
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,20.78, 3.78
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,22.44, -17.56
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,21.94, 7.94
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,26.09, 4.09
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,17.43, 4.43
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,102.30, 9.30
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,89.45, -0.55
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,98.13, 9.13
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,100.17, -15.83
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,85.23, 11.23
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,103.81, -9.19
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,95.17, -12.83
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",1,99.02, 27.02
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,85.42, -22.58
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,93.30, -5.70
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,94.23, -54.77
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,78.92, -25.08
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,98.77, -6.23
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,90.16, -21.84
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,94.37, -39.63
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,79.65, -32.35
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,86.59, -26.41
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,86.86, -57.14
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,71.66, -16.34
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,92.00, -14.00
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,84.16, -49.84
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,88.63, 15.63
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,72.25, 9.25
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,78.46, 9.46
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,78.08, 4.08
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,63.17, 16.17
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,83.40, 6.40
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,77.25, 8.25
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,81.52, -2.48
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,63.25, -12.75
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,68.98, -0.02
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,67.73, -13.27
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,54.72, 8.72
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,72.69, -18.31
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,70.03, -13.97
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,73.04, 34.04
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,53.26, -19.74
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,58.03, -12.97
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,55.83, -42.17
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,44.87, -9.13
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,60.15, 11.15
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,61.51, -7.49
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,75.49, 6.49
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,62.18, -25.82
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,68.73, -8.27
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,84.29, -5.71
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,64.10, -3.90
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,69.48, -18.52
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,69.13, -4.87
2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,71.23, 16.23
2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,58.74, 2.74
2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,63.19, 6.19
2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,81.09, 6.09
2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,58.61, 10.61
2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,69.41, 13.41
2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,61.89, 1.89
2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,67.05, 0.05
2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,54.20, -9.80
2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,56.45, -9.55
2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,75.98, 2.98
2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,52.59, 4.59
2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,66.68, 12.68
2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,54.70, -6.30
2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,62.88, 3.88
2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,48.96, -16.04
2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,48.95, 2.95
2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,68.78, 1.78
2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,46.25, 5.25
2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,61.62, 12.62
2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,47.19, -5.81
2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,57.06, 4.06
2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,43.74, -10.26
2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,40.19, 5.19
2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,58.96, -8.04
2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,38.88, -0.12
2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,55.20, 10.20
2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,37.72, -7.28
2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,49.36, 3.36
2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,37.19, -18.81
2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,29.74, -13.26
