tollgate_id,time_window,direction,volume,
"3","[2016-10-25 18:20:00,2016-10-25 18:40:00)","1","75.3553"
"3","[2016-10-25 18:20:00,2016-10-25 18:40:00)","0","79.0549"
"2","[2016-10-25 18:20:00,2016-10-25 18:40:00)","0","50.7662"
"1","[2016-10-25 18:40:00,2016-10-25 19:00:00)","1","70.3176"
"1","[2016-10-25 18:40:00,2016-10-25 19:00:00)","0","21.2638"
"3","[2016-10-25 18:40:00,2016-10-25 19:00:00)","1","73.2896"
"3","[2016-10-25 18:40:00,2016-10-25 19:00:00)","0","67.4686"
"2","[2016-10-25 18:40:00,2016-10-25 19:00:00)","0","45.1583"
"1","[2016-10-26 08:00:00,2016-10-26 08:20:00)","1","99.4601"
"1","[2016-10-26 08:00:00,2016-10-26 08:20:00)","0","51.93"
"3","[2016-10-26 08:00:00,2016-10-26 08:20:00)","1","89.5115"
"3","[2016-10-26 08:00:00,2016-10-26 08:20:00)","0","157.244"
"2","[2016-10-26 08:00:00,2016-10-26 08:20:00)","0","106.158"
"1","[2016-10-26 08:20:00,2016-10-26 08:40:00)","1","102.804"
"1","[2016-10-26 08:20:00,2016-10-26 08:40:00)","0","58.9487"
"3","[2016-10-26 08:20:00,2016-10-26 08:40:00)","1","95.3627"
"3","[2016-10-26 08:20:00,2016-10-26 08:40:00)","0","158.404"
"2","[2016-10-26 08:20:00,2016-10-26 08:40:00)","0","106.823"
"1","[2016-10-26 08:40:00,2016-10-26 09:00:00)","1","104.567"
"1","[2016-10-26 08:40:00,2016-10-26 09:00:00)","0","57.2649"
"3","[2016-10-26 08:40:00,2016-10-26 09:00:00)","1","106.282"
"3","[2016-10-26 08:40:00,2016-10-26 09:00:00)","0","152.788"
"2","[2016-10-26 08:40:00,2016-10-26 09:00:00)","0","103.994"
"1","[2016-10-26 09:00:00,2016-10-26 09:20:00)","1","109.331"
"1","[2016-10-26 09:00:00,2016-10-26 09:20:00)","0","54.826"
"3","[2016-10-26 09:00:00,2016-10-26 09:20:00)","1","100.327"
"3","[2016-10-26 09:00:00,2016-10-26 09:20:00)","0","149.476"
"2","[2016-10-26 09:00:00,2016-10-26 09:20:00)","0","99.6899"
"1","[2016-10-26 09:20:00,2016-10-26 09:40:00)","1","121.024"
"1","[2016-10-26 09:20:00,2016-10-26 09:40:00)","0","42.8559"
"3","[2016-10-26 09:20:00,2016-10-26 09:40:00)","1","115.747"
"3","[2016-10-26 09:20:00,2016-10-26 09:40:00)","0","138.602"
"2","[2016-10-26 09:20:00,2016-10-26 09:40:00)","0","86.7249"
"1","[2016-10-26 09:40:00,2016-10-26 10:00:00)","1","119.47"
"1","[2016-10-26 09:40:00,2016-10-26 10:00:00)","0","42.9299"
"3","[2016-10-26 09:40:00,2016-10-26 10:00:00)","1","99.6818"
"3","[2016-10-26 09:40:00,2016-10-26 10:00:00)","0","123.5"
"2","[2016-10-26 09:40:00,2016-10-26 10:00:00)","0","70.9175"
"1","[2016-10-26 17:00:00,2016-10-26 17:20:00)","1","108.622"
"1","[2016-10-26 17:00:00,2016-10-26 17:20:00)","0","37.6268"
"3","[2016-10-26 17:00:00,2016-10-26 17:20:00)","1","81.7397"
"3","[2016-10-26 17:00:00,2016-10-26 17:20:00)","0","124.866"
"2","[2016-10-26 17:00:00,2016-10-26 17:20:00)","0","75.6119"
"1","[2016-10-26 17:20:00,2016-10-26 17:40:00)","1","119.448"
"1","[2016-10-26 17:20:00,2016-10-26 17:40:00)","0","34.1222"
"3","[2016-10-26 17:20:00,2016-10-26 17:40:00)","1","86.2171"
"3","[2016-10-26 17:20:00,2016-10-26 17:40:00)","0","119.122"
"2","[2016-10-26 17:20:00,2016-10-26 17:40:00)","0","70.5624"
"1","[2016-10-26 17:40:00,2016-10-26 18:00:00)","1","124.074"
"1","[2016-10-26 17:40:00,2016-10-26 18:00:00)","0","26.7483"
"3","[2016-10-26 17:40:00,2016-10-26 18:00:00)","1","90.7029"
"3","[2016-10-26 17:40:00,2016-10-26 18:00:00)","0","105.77"
"2","[2016-10-26 17:40:00,2016-10-26 18:00:00)","0","64.7257"
"1","[2016-10-26 18:00:00,2016-10-26 18:20:00)","1","73.3224"
"1","[2016-10-26 18:00:00,2016-10-26 18:20:00)","0","25.1047"
"3","[2016-10-26 18:00:00,2016-10-26 18:20:00)","1","71.754"
"3","[2016-10-26 18:00:00,2016-10-26 18:20:00)","0","90.0496"
"2","[2016-10-26 18:00:00,2016-10-26 18:20:00)","0","55.8177"
"1","[2016-10-26 18:20:00,2016-10-26 18:40:00)","1","82.7124"
"1","[2016-10-26 18:20:00,2016-10-26 18:40:00)","0","25.044"
"3","[2016-10-26 18:20:00,2016-10-26 18:40:00)","1","71.4171"
"3","[2016-10-26 18:20:00,2016-10-26 18:40:00)","0","80.1676"
"2","[2016-10-26 18:20:00,2016-10-26 18:40:00)","0","51.7068"
"1","[2016-10-26 18:40:00,2016-10-26 19:00:00)","1","71.2335"
"1","[2016-10-26 18:40:00,2016-10-26 19:00:00)","0","22.7078"
"3","[2016-10-26 18:40:00,2016-10-26 19:00:00)","1","70.0022"
"3","[2016-10-26 18:40:00,2016-10-26 19:00:00)","0","68.1275"
"2","[2016-10-26 18:40:00,2016-10-26 19:00:00)","0","46.7862"
"1","[2016-10-27 08:00:00,2016-10-27 08:20:00)","1","89.2815"
"1","[2016-10-27 08:00:00,2016-10-27 08:20:00)","0","39.0103"
"3","[2016-10-27 08:00:00,2016-10-27 08:20:00)","1","93.8164"
"3","[2016-10-27 08:00:00,2016-10-27 08:20:00)","0","151.789"
"2","[2016-10-27 08:00:00,2016-10-27 08:20:00)","0","102.38"
"1","[2016-10-27 08:20:00,2016-10-27 08:40:00)","1","92.6165"
"1","[2016-10-27 08:20:00,2016-10-27 08:40:00)","0","44.7237"
"3","[2016-10-27 08:20:00,2016-10-27 08:40:00)","1","100.206"
"3","[2016-10-27 08:20:00,2016-10-27 08:40:00)","0","153.271"
"2","[2016-10-27 08:20:00,2016-10-27 08:40:00)","0","104.086"
"1","[2016-10-27 08:40:00,2016-10-27 09:00:00)","1","94.219"
"1","[2016-10-27 08:40:00,2016-10-27 09:00:00)","0","41.865"
"3","[2016-10-27 08:40:00,2016-10-27 09:00:00)","1","111.378"
"3","[2016-10-27 08:40:00,2016-10-27 09:00:00)","0","148.79"
"2","[2016-10-27 08:40:00,2016-10-27 09:00:00)","0","102.311"
"1","[2016-10-27 09:00:00,2016-10-27 09:20:00)","1","98.5182"
"1","[2016-10-27 09:00:00,2016-10-27 09:20:00)","0","41.0856"
"3","[2016-10-27 09:00:00,2016-10-27 09:20:00)","1","104.586"
"3","[2016-10-27 09:00:00,2016-10-27 09:20:00)","0","147.681"
"2","[2016-10-27 09:00:00,2016-10-27 09:20:00)","0","97.8289"
"1","[2016-10-27 09:20:00,2016-10-27 09:40:00)","1","108.977"
"1","[2016-10-27 09:20:00,2016-10-27 09:40:00)","0","38.7138"
"3","[2016-10-27 09:20:00,2016-10-27 09:40:00)","1","123.962"
"3","[2016-10-27 09:20:00,2016-10-27 09:40:00)","0","134.89"
"2","[2016-10-27 09:20:00,2016-10-27 09:40:00)","0","85.5984"
"1","[2016-10-27 09:40:00,2016-10-27 10:00:00)","1","107.806"
"1","[2016-10-27 09:40:00,2016-10-27 10:00:00)","0","39.3538"
"3","[2016-10-27 09:40:00,2016-10-27 10:00:00)","1","109.362"
"3","[2016-10-27 09:40:00,2016-10-27 10:00:00)","0","124.356"
"2","[2016-10-27 09:40:00,2016-10-27 10:00:00)","0","69.1643"
"1","[2016-10-27 17:00:00,2016-10-27 17:20:00)","1","98.2196"
"1","[2016-10-27 17:00:00,2016-10-27 17:20:00)","0","37.2998"
"3","[2016-10-27 17:00:00,2016-10-27 17:20:00)","1","93.5527"
"3","[2016-10-27 17:00:00,2016-10-27 17:20:00)","0","115.668"
"2","[2016-10-27 17:00:00,2016-10-27 17:20:00)","0","71.7168"
"1","[2016-10-27 17:20:00,2016-10-27 17:40:00)","1","108.084"
"1","[2016-10-27 17:20:00,2016-10-27 17:40:00)","0","33.0529"
"3","[2016-10-27 17:20:00,2016-10-27 17:40:00)","1","98.4395"
"3","[2016-10-27 17:20:00,2016-10-27 17:40:00)","0","112.703"
"2","[2016-10-27 17:20:00,2016-10-27 17:40:00)","0","66.9271"
"1","[2016-10-27 17:40:00,2016-10-27 18:00:00)","1","113.256"
"1","[2016-10-27 17:40:00,2016-10-27 18:00:00)","0","26.7374"
"3","[2016-10-27 17:40:00,2016-10-27 18:00:00)","1","102.831"
"3","[2016-10-27 17:40:00,2016-10-27 18:00:00)","0","101.03"
"2","[2016-10-27 17:40:00,2016-10-27 18:00:00)","0","62.8011"
"1","[2016-10-27 18:00:00,2016-10-27 18:20:00)","1","67.8424"
"1","[2016-10-27 18:00:00,2016-10-27 18:20:00)","0","24.903"
"3","[2016-10-27 18:00:00,2016-10-27 18:20:00)","1","81.8807"
"3","[2016-10-27 18:00:00,2016-10-27 18:20:00)","0","83.8676"
"2","[2016-10-27 18:00:00,2016-10-27 18:20:00)","0","55.5335"
"1","[2016-10-27 18:20:00,2016-10-27 18:40:00)","1","75.6012"
"1","[2016-10-27 18:20:00,2016-10-27 18:40:00)","0","24.6393"
"3","[2016-10-27 18:20:00,2016-10-27 18:40:00)","1","81.8109"
"3","[2016-10-27 18:20:00,2016-10-27 18:40:00)","0","72.3287"
"2","[2016-10-27 18:20:00,2016-10-27 18:40:00)","0","50.5731"
"1","[2016-10-27 18:40:00,2016-10-27 19:00:00)","1","65.4337"
"1","[2016-10-27 18:40:00,2016-10-27 19:00:00)","0","22.2505"
"3","[2016-10-27 18:40:00,2016-10-27 19:00:00)","1","78.1076"
"3","[2016-10-27 18:40:00,2016-10-27 19:00:00)","0","62.9913"
"2","[2016-10-27 18:40:00,2016-10-27 19:00:00)","0","46.0628"
"1","[2016-10-28 08:00:00,2016-10-28 08:20:00)","1","122.055"
"1","[2016-10-28 08:00:00,2016-10-28 08:20:00)","0","49.6589"
"3","[2016-10-28 08:00:00,2016-10-28 08:20:00)","1","94.1684"
"3","[2016-10-28 08:00:00,2016-10-28 08:20:00)","0","151.789"
"2","[2016-10-28 08:00:00,2016-10-28 08:20:00)","0","98.0523"
"1","[2016-10-28 08:20:00,2016-10-28 08:40:00)","1","124.648"
"1","[2016-10-28 08:20:00,2016-10-28 08:40:00)","0","56.745"
"3","[2016-10-28 08:20:00,2016-10-28 08:40:00)","1","100.609"
"3","[2016-10-28 08:20:00,2016-10-28 08:40:00)","0","153.271"
"2","[2016-10-28 08:20:00,2016-10-28 08:40:00)","0","99.89"
"1","[2016-10-28 08:40:00,2016-10-28 09:00:00)","1","126.944"
"1","[2016-10-28 08:40:00,2016-10-28 09:00:00)","0","55.2231"
"3","[2016-10-28 08:40:00,2016-10-28 09:00:00)","1","111.794"
"3","[2016-10-28 08:40:00,2016-10-28 09:00:00)","0","148.79"
"2","[2016-10-28 08:40:00,2016-10-28 09:00:00)","0","98.8116"
"1","[2016-10-28 09:00:00,2016-10-28 09:20:00)","1","132.875"
"1","[2016-10-28 09:00:00,2016-10-28 09:20:00)","0","52.0285"
"3","[2016-10-28 09:00:00,2016-10-28 09:20:00)","1","104.923"
"3","[2016-10-28 09:00:00,2016-10-28 09:20:00)","0","147.681"
"2","[2016-10-28 09:00:00,2016-10-28 09:20:00)","0","94.5957"
"1","[2016-10-28 09:20:00,2016-10-28 09:40:00)","1","127.981"
"1","[2016-10-28 09:20:00,2016-10-28 09:40:00)","0","53.0035"
"3","[2016-10-28 09:20:00,2016-10-28 09:40:00)","1","107.7"
"3","[2016-10-28 09:20:00,2016-10-28 09:40:00)","0","144.239"
"2","[2016-10-28 09:20:00,2016-10-28 09:40:00)","0","107.847"
"1","[2016-10-28 09:40:00,2016-10-28 10:00:00)","1","129.278"
"1","[2016-10-28 09:40:00,2016-10-28 10:00:00)","0","52.5345"
"3","[2016-10-28 09:40:00,2016-10-28 10:00:00)","1","98.4527"
"3","[2016-10-28 09:40:00,2016-10-28 10:00:00)","0","120.925"
"2","[2016-10-28 09:40:00,2016-10-28 10:00:00)","0","90.1399"
"1","[2016-10-28 17:00:00,2016-10-28 17:20:00)","1","117.004"
"1","[2016-10-28 17:00:00,2016-10-28 17:20:00)","0","50.3257"
"3","[2016-10-28 17:00:00,2016-10-28 17:20:00)","1","88.1749"
"3","[2016-10-28 17:00:00,2016-10-28 17:20:00)","0","139.895"
"2","[2016-10-28 17:00:00,2016-10-28 17:20:00)","0","95.7512"
"1","[2016-10-28 17:20:00,2016-10-28 17:40:00)","1","130.867"
"1","[2016-10-28 17:20:00,2016-10-28 17:40:00)","0","47.9186"
"3","[2016-10-28 17:20:00,2016-10-28 17:40:00)","1","91.0235"
"3","[2016-10-28 17:20:00,2016-10-28 17:40:00)","0","127.287"
"2","[2016-10-28 17:20:00,2016-10-28 17:40:00)","0","87.445"
"1","[2016-10-28 17:40:00,2016-10-28 18:00:00)","1","133.787"
"1","[2016-10-28 17:40:00,2016-10-28 18:00:00)","0","44.6805"
"3","[2016-10-28 17:40:00,2016-10-28 18:00:00)","1","93.4616"
"3","[2016-10-28 17:40:00,2016-10-28 18:00:00)","0","113.713"
"2","[2016-10-28 17:40:00,2016-10-28 18:00:00)","0","76.9819"
"1","[2016-10-28 18:00:00,2016-10-28 18:20:00)","1","81.7641"
"1","[2016-10-28 18:00:00,2016-10-28 18:20:00)","0","41.386"
"3","[2016-10-28 18:00:00,2016-10-28 18:20:00)","1","74.61"
"3","[2016-10-28 18:00:00,2016-10-28 18:20:00)","0","100.331"
"2","[2016-10-28 18:00:00,2016-10-28 18:20:00)","0","63.6161"
"1","[2016-10-28 18:20:00,2016-10-28 18:40:00)","1","91.528"
"1","[2016-10-28 18:20:00,2016-10-28 18:40:00)","0","40.8934"
"3","[2016-10-28 18:20:00,2016-10-28 18:40:00)","1","76.9729"
"3","[2016-10-28 18:20:00,2016-10-28 18:40:00)","0","92.7134"
"2","[2016-10-28 18:20:00,2016-10-28 18:40:00)","0","60.7459"
"1","[2016-10-28 18:40:00,2016-10-28 19:00:00)","1","76.957"
"1","[2016-10-28 18:40:00,2016-10-28 19:00:00)","0","36.4628"
"3","[2016-10-28 18:40:00,2016-10-28 19:00:00)","1","70.777"
"3","[2016-10-28 18:40:00,2016-10-28 19:00:00)","0","77.7744"
"2","[2016-10-28 18:40:00,2016-10-28 19:00:00)","0","53.2768"
"1","[2016-10-29 08:00:00,2016-10-29 08:20:00)","1","85.6603"
"1","[2016-10-29 08:00:00,2016-10-29 08:20:00)","0","47.7078"
"3","[2016-10-29 08:00:00,2016-10-29 08:20:00)","1","93.7207"
"3","[2016-10-29 08:00:00,2016-10-29 08:20:00)","0","118.453"
"2","[2016-10-29 08:00:00,2016-10-29 08:20:00)","0","70.8862"
"1","[2016-10-29 08:20:00,2016-10-29 08:40:00)","1","90.3128"
"1","[2016-10-29 08:20:00,2016-10-29 08:40:00)","0","54.4128"
"3","[2016-10-29 08:20:00,2016-10-29 08:40:00)","1","100.012"
"3","[2016-10-29 08:20:00,2016-10-29 08:40:00)","0","121.901"
"2","[2016-10-29 08:20:00,2016-10-29 08:40:00)","0","74.6713"
"1","[2016-10-29 08:40:00,2016-10-29 09:00:00)","1","91.5555"
"1","[2016-10-29 08:40:00,2016-10-29 09:00:00)","0","52.485"
"3","[2016-10-29 08:40:00,2016-10-29 09:00:00)","1","111.28"
"3","[2016-10-29 08:40:00,2016-10-29 09:00:00)","0","124.359"
"2","[2016-10-29 08:40:00,2016-10-29 09:00:00)","0","75.6859"
"1","[2016-10-29 09:00:00,2016-10-29 09:20:00)","1","95.4598"
"1","[2016-10-29 09:00:00,2016-10-29 09:20:00)","0","50.1904"
"3","[2016-10-29 09:00:00,2016-10-29 09:20:00)","1","104.628"
"3","[2016-10-29 09:00:00,2016-10-29 09:20:00)","0","136.712"
"2","[2016-10-29 09:00:00,2016-10-29 09:20:00)","0","71.1949"
"1","[2016-10-29 09:20:00,2016-10-29 09:40:00)","1","103.304"
"1","[2016-10-29 09:20:00,2016-10-29 09:40:00)","0","47.0159"
"3","[2016-10-29 09:20:00,2016-10-29 09:40:00)","1","98.6646"
"3","[2016-10-29 09:20:00,2016-10-29 09:40:00)","0","133.133"
"2","[2016-10-29 09:20:00,2016-10-29 09:40:00)","0","80.1031"
"1","[2016-10-29 09:40:00,2016-10-29 10:00:00)","1","102.903"
"1","[2016-10-29 09:40:00,2016-10-29 10:00:00)","0","46.7699"
"3","[2016-10-29 09:40:00,2016-10-29 10:00:00)","1","89.6464"
"3","[2016-10-29 09:40:00,2016-10-29 10:00:00)","0","127.233"
"2","[2016-10-29 09:40:00,2016-10-29 10:00:00)","0","68.7953"
"1","[2016-10-29 17:00:00,2016-10-29 17:20:00)","1","91.0384"
"1","[2016-10-29 17:00:00,2016-10-29 17:20:00)","0","44.3484"
"3","[2016-10-29 17:00:00,2016-10-29 17:20:00)","1","77.8855"
"3","[2016-10-29 17:00:00,2016-10-29 17:20:00)","0","114.175"
"2","[2016-10-29 17:00:00,2016-10-29 17:20:00)","0","74.2861"
"1","[2016-10-29 17:20:00,2016-10-29 17:40:00)","1","102.762"
"1","[2016-10-29 17:20:00,2016-10-29 17:40:00)","0","42.0333"
"3","[2016-10-29 17:20:00,2016-10-29 17:40:00)","1","81.772"
"3","[2016-10-29 17:20:00,2016-10-29 17:40:00)","0","112.346"
"2","[2016-10-29 17:20:00,2016-10-29 17:40:00)","0","67.7508"
"1","[2016-10-29 17:40:00,2016-10-29 18:00:00)","1","104.164"
"1","[2016-10-29 17:40:00,2016-10-29 18:00:00)","0","38.2116"
"3","[2016-10-29 17:40:00,2016-10-29 18:00:00)","1","84.6783"
"3","[2016-10-29 17:40:00,2016-10-29 18:00:00)","0","100.14"
"2","[2016-10-29 17:40:00,2016-10-29 18:00:00)","0","57.8519"
"1","[2016-10-29 18:00:00,2016-10-29 18:20:00)","1","63.6237"
"1","[2016-10-29 18:00:00,2016-10-29 18:20:00)","0","34.7607"
"3","[2016-10-29 18:00:00,2016-10-29 18:20:00)","1","68.2584"
"3","[2016-10-29 18:00:00,2016-10-29 18:20:00)","0","85.7132"
"2","[2016-10-29 18:00:00,2016-10-29 18:20:00)","0","46.7161"
"1","[2016-10-29 18:20:00,2016-10-29 18:40:00)","1","71.0242"
"1","[2016-10-29 18:20:00,2016-10-29 18:40:00)","0","34.5003"
"3","[2016-10-29 18:20:00,2016-10-29 18:40:00)","1","68.5241"
"3","[2016-10-29 18:20:00,2016-10-29 18:40:00)","0","78.2547"
"2","[2016-10-29 18:20:00,2016-10-29 18:40:00)","0","45.4869"
"1","[2016-10-29 18:40:00,2016-10-29 19:00:00)","1","60.5589"
"1","[2016-10-29 18:40:00,2016-10-29 19:00:00)","0","31.0293"
"3","[2016-10-29 18:40:00,2016-10-29 19:00:00)","1","62.82"
"3","[2016-10-29 18:40:00,2016-10-29 19:00:00)","0","69.2897"
"2","[2016-10-29 18:40:00,2016-10-29 19:00:00)","0","38.5423"
"1","[2016-10-30 08:00:00,2016-10-30 08:20:00)","1","93.2521"
"1","[2016-10-30 08:00:00,2016-10-30 08:20:00)","0","70.5161"
"3","[2016-10-30 08:00:00,2016-10-30 08:20:00)","1","101.179"
"3","[2016-10-30 08:00:00,2016-10-30 08:20:00)","0","121.484"
"2","[2016-10-30 08:00:00,2016-10-30 08:20:00)","0","30.0124"
"1","[2016-10-30 08:20:00,2016-10-30 08:40:00)","1","96.9749"
"1","[2016-10-30 08:20:00,2016-10-30 08:40:00)","0","78.8074"
"3","[2016-10-30 08:20:00,2016-10-30 08:40:00)","1","108.297"
"3","[2016-10-30 08:20:00,2016-10-30 08:40:00)","0","124.753"
"2","[2016-10-30 08:20:00,2016-10-30 08:40:00)","0","35.2006"
"1","[2016-10-30 08:40:00,2016-10-30 09:00:00)","1","98.5519"
"1","[2016-10-30 08:40:00,2016-10-30 09:00:00)","0","78.0622"
"3","[2016-10-30 08:40:00,2016-10-30 09:00:00)","1","120.127"
"3","[2016-10-30 08:40:00,2016-10-30 09:00:00)","0","126.58"
"2","[2016-10-30 08:40:00,2016-10-30 09:00:00)","0","38.1572"
"1","[2016-10-30 09:00:00,2016-10-30 09:20:00)","1","102.966"
"1","[2016-10-30 09:00:00,2016-10-30 09:20:00)","0","75.3723"
"3","[2016-10-30 09:00:00,2016-10-30 09:20:00)","1","112.176"
"3","[2016-10-30 09:00:00,2016-10-30 09:20:00)","0","137.709"
"2","[2016-10-30 09:00:00,2016-10-30 09:20:00)","0","37.5219"
"1","[2016-10-30 09:20:00,2016-10-30 09:40:00)","1","104.443"
"1","[2016-10-30 09:20:00,2016-10-30 09:40:00)","0","110.692"
"3","[2016-10-30 09:20:00,2016-10-30 09:40:00)","1","112.548"
"3","[2016-10-30 09:20:00,2016-10-30 09:40:00)","0","135.098"
"2","[2016-10-30 09:20:00,2016-10-30 09:40:00)","0","29.7203"
"1","[2016-10-30 09:40:00,2016-10-30 10:00:00)","1","103.267"
"1","[2016-10-30 09:40:00,2016-10-30 10:00:00)","0","106.783"
"3","[2016-10-30 09:40:00,2016-10-30 10:00:00)","1","106.936"
"3","[2016-10-30 09:40:00,2016-10-30 10:00:00)","0","124.079"
"2","[2016-10-30 09:40:00,2016-10-30 10:00:00)","0","27.7732"
"1","[2016-10-30 17:00:00,2016-10-30 17:20:00)","1","100.947"
"1","[2016-10-30 17:00:00,2016-10-30 17:20:00)","0","108.214"
"3","[2016-10-30 17:00:00,2016-10-30 17:20:00)","1","101.178"
"3","[2016-10-30 17:00:00,2016-10-30 17:20:00)","0","121.985"
"2","[2016-10-30 17:00:00,2016-10-30 17:20:00)","0","29.0221"
"1","[2016-10-30 17:20:00,2016-10-30 17:40:00)","1","112.054"
"1","[2016-10-30 17:20:00,2016-10-30 17:40:00)","0","91.2625"
"3","[2016-10-30 17:20:00,2016-10-30 17:40:00)","1","106.17"
"3","[2016-10-30 17:20:00,2016-10-30 17:40:00)","0","113.932"
"2","[2016-10-30 17:20:00,2016-10-30 17:40:00)","0","24.6449"
"1","[2016-10-30 17:40:00,2016-10-30 18:00:00)","1","112.325"
"1","[2016-10-30 17:40:00,2016-10-30 18:00:00)","0","92.7032"
"3","[2016-10-30 17:40:00,2016-10-30 18:00:00)","1","109.029"
"3","[2016-10-30 17:40:00,2016-10-30 18:00:00)","0","104.426"
"2","[2016-10-30 17:40:00,2016-10-30 18:00:00)","0","23.6529"
"1","[2016-10-30 18:00:00,2016-10-30 18:20:00)","1","73.1881"
"1","[2016-10-30 18:00:00,2016-10-30 18:20:00)","0","82.654"
"3","[2016-10-30 18:00:00,2016-10-30 18:20:00)","1","82.8692"
"3","[2016-10-30 18:00:00,2016-10-30 18:20:00)","0","91.0243"
"2","[2016-10-30 18:00:00,2016-10-30 18:20:00)","0","20.3337"
"1","[2016-10-30 18:20:00,2016-10-30 18:40:00)","1","78.2063"
"1","[2016-10-30 18:20:00,2016-10-30 18:40:00)","0","78.9105"
"3","[2016-10-30 18:20:00,2016-10-30 18:40:00)","1","88.4889"
"3","[2016-10-30 18:20:00,2016-10-30 18:40:00)","0","83.9664"
"2","[2016-10-30 18:20:00,2016-10-30 18:40:00)","0","19.7722"
"1","[2016-10-30 18:40:00,2016-10-30 19:00:00)","1","69.05"
"1","[2016-10-30 18:40:00,2016-10-30 19:00:00)","0","68.0017"
"3","[2016-10-30 18:40:00,2016-10-30 19:00:00)","1","77.2209"
"3","[2016-10-30 18:40:00,2016-10-30 19:00:00)","0","75.2774"
"2","[2016-10-30 18:40:00,2016-10-30 19:00:00)","0","15.8869"
"1","[2016-10-31 08:00:00,2016-10-31 08:20:00)","1","126.995"
"1","[2016-10-31 08:00:00,2016-10-31 08:20:00)","0","119.759"
