tollgate_id,time_window,direction,volume
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,45.65, -13.35
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,43.65, -0.35
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,46.75, 2.75
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,42.42, 1.42
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,41.86, -0.14
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,47.69, -10.31
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,114.17, 21.17
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,111.19, -6.81
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,110.43, 4.43
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,104.76, -1.24
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,75.76, -3.24
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,66.65, 9.65
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,126.99, -10.01
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,118.86, -15.14
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,116.29, 5.29
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,115.63, 15.63
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,109.37, 2.37
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,83.38, -5.62
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,74.10, 6.10
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,130.20, -20.80
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,120.39, -0.61
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,117.96, 8.96
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,117.02, 3.02
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,111.28, 17.28
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,88.83, 2.83
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,79.90, -4.10
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,129.87, -5.13
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,120.06, 34.06
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,117.68, -3.32
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,116.46, -1.54
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,111.37, 4.37
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,92.43, 5.43
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,84.14, 4.14
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,127.93, -0.07
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,118.70, 10.70
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,116.36, 24.36
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,114.90, 8.90
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,110.40, -21.60
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,94.64, 14.64
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,87.12, -17.88
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,125.24, 9.24
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,116.81, 3.81
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,114.50, 3.50
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,112.85, -2.15
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,108.87, -7.13
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,95.86, -4.14
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,89.14, -6.86
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,122.28, 34.28
2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,112.37, -7.63
2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,115.15, -11.85
2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,114.32, 10.32
2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,98.88, 1.88
2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,67.03, -12.97
2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,48.51, 0.51
2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,126.04, 4.04
2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,117.41, -12.59
2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,119.41, -8.59
2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,115.89, -5.11
2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,104.49, -12.51
2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,77.30, 1.30
2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,54.15, -6.85
2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,126.21, 4.21
2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,115.24, -0.76
2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,116.69, 2.69
2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,112.64, 6.64
2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,105.24, 1.24
2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,84.08, -11.92
2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,58.68, 1.68
2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,122.76, 14.76
2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,107.32, 13.32
2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,108.49, 5.49
2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,105.20, -19.80
2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,101.01, -3.99
2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,86.88, 12.88
2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,61.85, -4.15
2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,115.69, 2.69
2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,94.72, 4.72
2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,96.52, -3.48
2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,94.71, -13.29
2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,93.61, 0.61
2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,87.47, 7.47
2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,65.13, -1.87
2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,104.22, 3.22
2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,77.63, 3.63
2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,81.86, -9.14
2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,82.56, 10.56
2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,84.19, 1.19
2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,89.72, 5.72
2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,72.75, -5.25
2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,86.87, 7.87
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,155.71, -42.29
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,154.83, 17.83
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,143.24, -19.76
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,149.01, -25.99
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,111.32, -0.68
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,93.76, 7.76
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,167.34, 3.34
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,157.16, 4.16
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,156.55, 4.55
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,144.58, -13.42
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,154.83, 2.83
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,112.94, -10.06
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,95.27, 8.27
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,164.66, -14.34
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,153.90, 28.90
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,153.86, 26.86
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,143.55, 0.55
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,154.81, 14.81
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,114.23, 6.23
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,96.68, 10.68
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,158.60, -10.40
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,148.32, -27.68
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,148.71, 3.71
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,140.53, 2.53
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,151.33, 11.33
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,114.47, -21.53
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,97.37, 3.37
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,151.25, 6.25
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,141.85, 11.85
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,142.38, -4.62
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,136.12, 4.12
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,145.91, -16.09
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,113.54, -2.46
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,97.17, 5.17
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,143.73, -16.27
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,135.29, 8.29
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,135.71, -4.29
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,130.97, 13.97
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,139.52, 23.52
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,111.66, 0.66
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,96.20, -6.80
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,136.64, 26.64
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,107.84, -11.16
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,105.70, -9.30
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,103.16, 16.16
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,97.93, -4.07
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,67.20, -1.80
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,62.85, 1.85
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,133.69, -40.31
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,120.52, 19.52
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,120.63, 5.63
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,117.88, -2.12
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,110.01, -3.99
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,77.18, 16.18
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,71.58, -9.42
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,146.53, 24.53
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,125.53, -10.47
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,126.96, -3.04
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,124.44, -9.56
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,116.05, -1.95
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,83.51, -12.49
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,77.47, 7.47
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,151.20, -12.80
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,122.03, 2.03
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,124.51, -14.49
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,122.58, 5.58
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,114.90, -8.10
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,85.18, 4.18
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,79.74, -14.26
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,145.90, -6.10
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,111.07, -24.93
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,114.38, 23.38
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,113.31, 3.31
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,107.16, 1.16
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,82.52, -1.48
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,78.33, 4.33
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,131.51, 18.51
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,95.03, -3.97
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,98.81, 0.81
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,98.73, 9.73
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,94.63, -6.37
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,76.53, -2.47
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,73.93, -13.07
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,110.58, 1.58
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,43.99, 3.99
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,35.09, 3.09
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,36.16, -1.84
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,58.35, 2.35
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,46.65, -2.35
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,50.38, 7.38
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,41.25, 9.25
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,35.52, -6.48
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,30.60, 1.60
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,32.38, -12.62
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,49.65, 9.65
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,39.76, -8.24
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,43.46, 6.46
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,34.73, -4.27
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,27.62, 4.62
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,25.51, -8.49
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,27.65, -7.35
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,41.60, -12.40
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,33.73, 3.73
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,37.69, -8.31
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,28.03, -0.97
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,21.99, -5.01
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,20.92, -6.08
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,23.06, -3.94
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,35.79, -2.21
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,29.40, 2.40
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,33.41, -10.59
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,22.56, 7.56
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,18.43, -4.57
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,17.37, -1.63
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,19.33, 3.33
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,32.22, -8.78
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,26.59, 3.59
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,30.30, 0.30
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,18.69, 0.69
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,16.12, 1.12
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,14.79, -16.21
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,16.56, -0.44
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,30.20, -9.80
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,24.79, 10.79
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,27.98, 5.98
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,16.00, 3.00
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,91.91, -1.09
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,90.33, 0.33
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,113.12, 24.12
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,116.25, 0.25
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,86.76, 12.76
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,110.63, -2.37
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,107.19, -0.81
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",1,112.79, 40.79
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,105.95, -2.05
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,116.70, 17.70
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,123.90, -25.10
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,99.03, -4.97
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,116.71, 11.71
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,117.00, 5.00
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,115.90, -18.10
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,118.63, 6.63
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,122.28, 9.28
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,131.12, -12.88
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,99.44, 11.44
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,118.57, 12.57
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,112.74, -21.26
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,69.30, -3.70
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,66.55, 3.55
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,61.96, -7.04
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,86.94, 12.94
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,65.76, 18.76
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,82.43, 5.43
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,60.83, -8.17
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,89.14, 5.14
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,72.61, -3.39
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,95.20, 26.20
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,98.12, 17.12
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,77.94, 31.94
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,81.81, -9.19
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,86.21, 2.21
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,55.74, 16.74
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,67.58, -5.42
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,79.08, 8.08
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,95.11, -2.89
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,63.03, 9.03
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,67.04, 18.04
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,61.10, -7.90
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,79.02, 10.02
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,70.54, -17.46
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,77.26, 0.26
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,80.89, -9.11
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,68.05, 0.05
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,61.10, -26.90
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,77.63, 3.63
2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,74.84, 19.84
2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,70.23, 14.23
2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,76.55, 19.55
2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,76.83, 1.83
2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,65.56, 17.56
2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,57.88, 1.88
2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,71.70, 11.70
2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,68.30, 1.30
2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,66.43, 2.43
2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,72.65, 6.65
2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,72.27, -0.73
2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,61.87, 13.87
2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,54.20, 0.20
2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,64.62, 3.62
2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,61.78, 2.78
2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,60.82, -4.18
2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,66.87, 20.87
2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,66.94, -0.06
2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,57.13, 16.13
2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,49.81, 0.81
2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,57.89, 4.89
2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,55.98, 2.98
2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,54.89, 0.89
2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,60.48, 25.48
2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,61.17, -5.83
2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,51.72, 12.72
2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,44.91, -0.09
2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,51.87, 6.87
2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,50.88, 4.88
2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,49.38, -6.62
2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,54.30, 11.30
