tollgate_id,time_window,direction,volume
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,40.75, -9.25
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,46.63, 1.63
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,37.97, -17.03
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,37.91, 2.91
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,53.08, 5.08
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,49.97, 3.97
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,44.69, -14.31
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,40.08, -3.92
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,46.22, 2.22
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,37.63, -3.37
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,38.15, -3.85
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,53.45, -4.55
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,114.40, 21.40
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,111.75, -6.25
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,110.78, 4.78
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,105.11, -0.89
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,76.16, -2.84
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,67.25, 10.25
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,127.18, -9.82
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,119.29, -14.71
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,117.08, 6.08
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,116.46, 16.46
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,109.94, 2.94
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,84.95, -4.05
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,76.44, 8.44
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,130.93, -20.07
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,121.15, 0.15
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,119.03, 10.03
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,118.22, 4.22
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,112.16, 18.16
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,90.90, 4.90
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,83.19, -0.81
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,131.30, -3.70
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,120.83, 34.83
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,118.70, -2.30
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,117.62, -0.38
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,112.18, 5.18
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,94.47, 7.47
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,87.79, 7.79
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,129.69, 1.69
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,118.97, 10.97
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,116.76, 24.76
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,115.41, 9.41
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,110.56, -21.44
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,96.08, 16.08
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,90.46, -14.54
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,126.80, 10.80
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,116.05, 3.05
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,113.72, 2.72
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,112.11, -2.89
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,107.77, -8.23
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,96.14, -3.86
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,91.54, -4.46
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,123.08, 35.08
2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,111.73, -8.27
2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,114.19, -12.81
2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,114.72, 10.72
2,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,101.61, 4.61
2,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,61.54, -18.46
2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,50.46, 2.46
2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,126.89, 4.89
2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,114.33, -15.67
2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,115.65, -12.35
2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,117.31, -3.69
2,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,106.96, -10.04
2,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,74.18, -1.82
2,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,60.90, -0.10
2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,125.73, 3.73
2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,112.49, -3.51
2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,112.84, -1.16
2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,115.42, 9.42
2,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,107.82, 3.82
2,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,77.68, -18.32
2,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,66.75, 9.75
2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,120.71, 12.71
2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,106.57, 12.57
2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,106.05, 3.05
2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,109.40, -15.60
2,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,104.65, -0.35
2,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,81.49, 7.49
2,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,72.74, 6.74
2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,111.68, -1.32
2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,96.37, 6.37
2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,95.01, -4.99
2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,99.33, -8.67
2,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,97.65, 4.65
2,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,81.64, 1.64
2,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,76.13, 9.13
2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,97.99, -3.01
2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,81.49, 7.49
2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,79.37, -11.63
2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,84.89, 12.89
2,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,86.80, 3.80
2,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,79.23, -4.77
2,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,77.48, -0.52
2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,78.91, -0.09
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,158.87, -39.13
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,154.84, 17.84
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,137.19, -25.81
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,154.03, -20.97
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,96.09, -15.91
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,81.90, -4.10
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,166.17, 2.17
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,162.51, 9.51
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,157.92, 5.92
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,143.36, -14.64
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,157.16, 5.16
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,102.22, -20.78
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,88.04, 1.04
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,167.17, -11.83
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,160.38, 35.38
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,155.83, 28.83
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,147.04, 4.04
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,155.78, 15.78
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,107.38, -0.62
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,92.62, 6.62
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,162.99, -6.01
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,151.86, -24.14
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,147.38, 2.38
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,146.08, 8.08
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,149.14, 9.14
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,110.82, -25.18
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,95.36, 1.36
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,153.23, 8.23
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,137.24, 7.24
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,132.87, -14.13
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,139.19, 7.19
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,136.75, -25.25
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,112.54, -3.46
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,96.45, 4.45
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,139.01, -20.99
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,120.55, -6.45
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,116.22, -23.78
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,126.71, 9.71
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,120.79, 4.79
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,112.39, 1.39
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,95.93, -7.07
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,124.26, 14.26
3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,107.91, -11.09
3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,105.88, -9.12
3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,103.41, 16.41
3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,99.07, -2.93
3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,65.29, -3.71
3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,62.82, 1.82
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,129.72, -44.28
3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,119.85, 18.85
3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,119.94, 4.94
3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,117.65, -2.35
3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,111.41, -2.59
3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,76.81, 15.81
3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,72.67, -8.33
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,139.86, 17.86
3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,124.90, -11.10
3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",1,126.00, -4.00
3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",1,124.00, -10.00
3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",1,117.69, -0.31
3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",1,83.39, -12.61
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,79.13, 9.13
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,143.44, -20.56
3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,122.69, 2.69
3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",1,124.56, -14.44
3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",1,122.94, 5.94
3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",1,117.14, -5.86
3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",1,84.45, 3.45
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,80.73, -13.27
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,139.74, -12.26
3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",1,113.20, -22.80
3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",1,115.84, 24.84
3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",1,114.72, 4.72
3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",1,109.73, 3.73
3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",1,80.02, -3.98
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,77.17, 3.17
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,128.47, 15.47
3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",1,96.84, -2.16
3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",1,100.20, 2.20
3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",1,99.74, 10.74
3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",1,95.88, -5.12
3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",1,70.84, -8.16
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,69.07, -17.93
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,109.55, 0.55
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,44.41, 4.41
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,36.93, 4.93
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,40.91, 2.91
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,49.02, -6.98
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,45.86, -3.14
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,50.30, 7.30
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,40.76, 8.76
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,37.33, -4.67
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,33.72, 4.72
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,36.24, -8.76
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,45.28, 5.28
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,42.67, -5.33
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,46.66, 9.66
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,34.54, -4.46
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,30.10, 7.10
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,30.11, -3.89
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,30.93, -4.07
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,40.03, -13.97
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,37.59, 7.59
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,42.09, -3.91
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,28.75, -0.25
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,24.80, -2.20
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,26.77, -0.23
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,25.54, -1.46
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,35.32, -2.68
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,31.69, 4.69
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,37.59, -6.41
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,24.24, 9.24
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,22.05, -0.95
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,24.25, 5.25
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,20.98, 4.98
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,31.54, -9.46
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,26.10, 3.10
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,32.97, 2.97
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,21.47, 3.47
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,21.47, 6.47
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,22.61, -8.39
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,17.53, 0.53
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,28.92, -11.08
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,21.68, 7.68
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,28.54, 6.54
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,20.24, 7.24
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",1,105.35, 12.35
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",1,90.61, 0.61
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",1,100.26, 11.26
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",1,107.45, -8.55
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",1,96.82, 22.82
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,107.56, -5.44
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,107.01, -0.99
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",1,113.27, 41.27
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",1,97.43, -10.57
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",1,107.73, 8.73
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",1,114.50, -34.50
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",1,103.83, -0.17
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,114.83, 9.83
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,114.63, 2.63
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",1,114.76, -19.24
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",1,104.30, -7.70
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",1,112.94, -0.06
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",1,118.20, -25.80
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",1,106.44, 18.44
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,111.27, 5.27
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,113.96, -20.04
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",1,64.68, -8.32
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",1,62.92, -0.08
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",1,69.38, 0.38
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",1,77.56, 3.56
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",1,68.94, 21.94
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,66.97, -10.03
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,54.18, -14.82
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",1,87.39, 3.39
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",1,71.33, -4.67
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",1,78.36, 9.36
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",1,82.00, 1.00
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",1,68.49, 22.49
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,70.51, -20.49
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,84.78, 0.78
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",1,69.57, 30.57
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",1,67.05, -5.95
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",1,78.10, 7.10
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",1,88.26, -9.74
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",1,67.60, 13.60
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,59.29, 10.29
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,44.90, -24.10
2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,70.09, 1.09
2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,61.81, -26.19
2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,70.48, -6.52
2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,75.90, -14.10
2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,65.67, -2.33
2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,58.64, -29.36
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,69.76, -4.24
2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,65.20, 10.20
2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,59.46, 3.46
2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,67.15, 10.15
2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,72.42, -2.58
2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,62.15, 14.15
2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,55.20, -0.80
2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,64.83, 4.83
2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,61.28, -5.72
2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,56.84, -7.16
2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,63.82, -2.18
2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,68.64, -4.36
2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,58.33, 10.33
2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,50.90, -3.10
2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,60.69, -0.31
2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,57.88, -1.12
2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,54.08, -10.92
2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,60.47, 14.47
2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,64.61, -2.39
2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,54.21, 13.21
2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,46.08, -2.92
2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,56.95, 3.95
2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,54.62, 1.62
2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,51.22, -2.78
2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,57.06, 22.06
2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,60.40, -6.60
2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,49.84, 10.84
2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,40.87, -4.13
2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,53.33, 8.33
2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,51.38, 5.38
2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,48.27, -7.73
2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,53.56, 10.56
